상품ID_A,상품ID_B,동시조회_횟수,카테고리_A,카테고리_B
P00101,P00117,1,신발,가방
P00101,P00118,1,신발,가방
P00102,P00117,1,신발,가방
P00102,P00118,1,신발,가방
P00002,P00096,1,원피스,신발
P00015,P00097,1,원피스,신발
P00015,P00098,1,원피스,신발
P00015,P00102,1,원피스,신발
P00037,P00122,1,코트,액세서리
P00037,P00135,1,코트,액세서리
P00004,P00148,1,원피스,스커트
P00006,P00136,1,원피스,스커트
P00006,P00144,1,원피스,스커트
P00073,P00087,1,니트,청바지
P00003,P00150,1,원피스,스커트
P00062,P00148,1,니트,스커트
P00062,P00149,1,니트,스커트
P00099,P00137,1,신발,스커트
P00099,P00139,1,신발,스커트
P00064,P00087,1,니트,청바지
P00015,P00096,1,원피스,신발
P00010,P00140,1,원피스,스커트
P00010,P00150,1,원피스,스커트
P00049,P00148,1,가디건,스커트
P00053,P00142,1,가디건,스커트
P00001,P00041,1,원피스,코트
P00073,P00077,1,니트,청바지
P00073,P00078,1,니트,청바지
P00073,P00084,1,니트,청바지
P00007,P00044,1,원피스,코트
P00076,P00113,1,청바지,가방
P00081,P00113,1,청바지,가방
P00086,P00113,1,청바지,가방
P00040,P00116,1,코트,가방
P00043,P00106,1,코트,가방
P00043,P00114,1,코트,가방
P00010,P00136,1,원피스,스커트
P00110,P00154,1,가방,셔츠
P00006,P00101,1,원피스,신발
P00068,P00160,1,니트,셔츠
P00071,P00158,1,니트,셔츠
P00071,P00159,1,니트,셔츠
P00074,P00159,1,니트,셔츠
P00074,P00160,1,니트,셔츠
P00062,P00159,1,니트,셔츠
P00085,P00123,1,청바지,액세서리
P00001,P00044,1,원피스,코트
P00003,P00041,1,원피스,코트
P00013,P00041,1,원피스,코트
P00013,P00044,1,원피스,코트
P00005,P00100,1,원피스,신발
P00013,P00162,1,원피스,셔츠
P00013,P00163,1,원피스,셔츠
P00003,P00144,1,원피스,스커트
P00003,P00148,1,원피스,스커트
P00004,P00136,1,원피스,스커트
P00004,P00144,1,원피스,스커트
P00012,P00100,1,원피스,신발
P00023,P00030,1,아우터,아우터
P00076,P00123,1,청바지,액세서리
P00076,P00129,1,청바지,액세서리
P00006,P00148,1,원피스,스커트
P00014,P00136,1,원피스,스커트
P00014,P00144,1,원피스,스커트
P00014,P00148,1,원피스,스커트
P00085,P00130,1,청바지,액세서리
P00001,P00136,1,원피스,스커트
P00001,P00144,1,원피스,스커트
P00001,P00148,1,원피스,스커트
P00005,P00120,1,원피스,가방
P00005,P00122,1,원피스,액세서리
P00120,P00122,1,가방,액세서리
P00094,P00137,1,신발,스커트
P00095,P00137,1,신발,스커트
P00114,P00163,1,가방,셔츠
P00113,P00154,1,가방,셔츠
P00114,P00154,1,가방,셔츠
P00094,P00172,1,신발,스포츠웨어
P00094,P00175,1,신발,스포츠웨어
P00061,P00123,1,니트,액세서리
P00061,P00128,1,니트,액세서리
P00061,P00131,1,니트,액세서리
P00065,P00128,1,니트,액세서리
P00065,P00131,1,니트,액세서리
P00074,P00123,1,니트,액세서리
P00095,P00141,1,신발,스커트
P00095,P00149,1,신발,스커트
P00099,P00141,1,신발,스커트
P00074,P00131,1,니트,액세서리
P00107,P00157,1,가방,셔츠
P00079,P00099,1,청바지,신발
P00079,P00141,1,청바지,스커트
P00079,P00149,1,청바지,스커트
P00062,P00160,1,니트,셔츠
P00063,P00159,1,니트,셔츠
P00009,P00100,1,원피스,신발
P00009,P00102,1,원피스,신발
P00090,P00095,1,청바지,신발
P00090,P00099,1,청바지,신발
P00090,P00141,1,청바지,스커트
P00090,P00149,1,청바지,스커트
P00102,P00149,1,신발,스커트
P00002,P00095,1,원피스,신발
P00002,P00104,1,원피스,신발
P00008,P00162,1,원피스,셔츠
P00012,P00110,1,원피스,가방
P00012,P00114,1,원피스,가방
P00012,P00154,1,원피스,셔츠
P00008,P00110,1,원피스,가방
P00014,P00060,1,원피스,가디건
P00014,P00070,1,원피스,니트
P00095,P00107,1,신발,가방
P00104,P00107,1,신발,가방
P00005,P00081,1,원피스,청바지
P00005,P00089,1,원피스,청바지
P00099,P00149,1,신발,스커트
P00101,P00149,1,신발,스커트
P00002,P00119,1,원피스,가방
P00002,P00128,1,원피스,액세서리
P00002,P00133,1,원피스,액세서리
P00119,P00122,1,가방,액세서리
P00028,P00062,1,아우터,니트
P00028,P00065,1,아우터,니트
P00028,P00073,1,아우터,니트
P00014,P00059,1,원피스,가디건
P00114,P00162,1,가방,셔츠
P00012,P00163,1,원피스,셔츠
P00013,P00113,1,원피스,가방
P00013,P00114,1,원피스,가방
P00060,P00070,1,가디건,니트
P00096,P00171,1,신발,스포츠웨어
P00067,P00083,1,니트,청바지
P00071,P00083,1,니트,청바지
P00119,P00128,1,가방,액세서리
P00119,P00133,1,가방,액세서리
P00073,P00160,1,니트,셔츠
P00073,P00164,1,니트,셔츠
P00002,P00085,1,원피스,청바지
P00004,P00085,1,원피스,청바지
P00008,P00085,1,원피스,청바지
P00094,P00165,1,신발,셔츠
P00049,P00061,1,가디건,니트
P00049,P00085,1,가디건,청바지
P00087,P00096,1,청바지,신발
P00087,P00103,1,청바지,신발
P00087,P00163,1,청바지,셔츠
P00096,P00160,1,신발,셔츠
P00096,P00163,1,신발,셔츠
P00101,P00160,1,신발,셔츠
P00058,P00062,1,가디건,니트
P00058,P00085,1,가디건,청바지
P00058,P00086,1,가디건,청바지
P00058,P00114,1,가디건,가방
P00103,P00163,1,신발,셔츠
P00006,P00019,1,원피스,아우터
P00006,P00020,1,원피스,아우터
P00006,P00028,1,원피스,아우터
P00008,P00113,1,원피스,가방
P00008,P00114,1,원피스,가방
P00002,P00107,1,원피스,가방
P00005,P00095,1,원피스,신발
P00005,P00104,1,원피스,신발
P00049,P00086,1,가디건,청바지
P00049,P00114,1,가디건,가방
P00058,P00061,1,가디건,니트
P00085,P00114,1,청바지,가방
P00076,P00098,1,청바지,신발
P00076,P00102,1,청바지,신발
P00076,P00145,1,청바지,스커트
P00091,P00145,1,신발,스커트
P00098,P00145,1,신발,스커트
P00102,P00145,1,신발,스커트
P00012,P00128,1,원피스,액세서리
P00101,P00170,1,신발,스포츠웨어
P00101,P00172,1,신발,스포츠웨어
P00101,P00174,1,신발,스포츠웨어
P00101,P00177,1,신발,스포츠웨어
P00061,P00114,1,니트,가방
P00062,P00085,1,니트,청바지
P00062,P00086,1,니트,청바지
P00062,P00114,1,니트,가방
P00067,P00109,1,니트,가방
P00069,P00109,1,니트,가방
P00101,P00178,1,신발,스포츠웨어
P00172,P00177,1,스포츠웨어,스포츠웨어
P00070,P00078,1,니트,청바지
P00070,P00079,1,니트,청바지
P00070,P00084,1,니트,청바지
P00074,P00078,1,니트,청바지
P00095,P00160,1,신발,셔츠
P00095,P00165,1,신발,셔츠
P00130,P00141,1,액세서리,스커트
P00130,P00146,1,액세서리,스커트
P00130,P00148,1,액세서리,스커트
P00130,P00150,1,액세서리,스커트
P00064,P00109,1,니트,가방
P00065,P00109,1,니트,가방
P00071,P00109,1,니트,가방
P00072,P00109,1,니트,가방
P00073,P00109,1,니트,가방
P00074,P00109,1,니트,가방
P00009,P00129,1,원피스,액세서리
P00009,P00131,1,원피스,액세서리
P00051,P00074,1,가디건,니트
P00048,P00061,1,가디건,니트
P00051,P00128,1,가디건,액세서리
P00057,P00128,1,가디건,액세서리
P00005,P00066,1,원피스,니트
P00005,P00125,1,원피스,액세서리
P00005,P00126,1,원피스,액세서리
P00005,P00130,1,원피스,액세서리
P00005,P00134,1,원피스,액세서리
P00070,P00109,1,니트,가방
P00008,P00066,1,원피스,니트
P00008,P00126,1,원피스,액세서리
P00008,P00130,1,원피스,액세서리
P00009,P00066,1,원피스,니트
P00009,P00125,1,원피스,액세서리
P00009,P00126,1,원피스,액세서리
P00009,P00130,1,원피스,액세서리
P00009,P00134,1,원피스,액세서리
P00086,P00114,1,청바지,가방
P00044,P00134,1,코트,액세서리
P00044,P00135,1,코트,액세서리
P00066,P00130,1,니트,액세서리
P00066,P00134,1,니트,액세서리
P00001,P00082,1,원피스,청바지
P00001,P00086,1,원피스,청바지
P00005,P00082,1,원피스,청바지
P00010,P00086,1,원피스,청바지
P00034,P00121,1,코트,액세서리
P00004,P00100,1,원피스,신발
P00007,P00100,1,원피스,신발
P00006,P00124,1,원피스,액세서리
P00006,P00128,1,원피스,액세서리
P00012,P00124,1,원피스,액세서리
P00038,P00126,1,코트,액세서리
P00064,P00141,1,니트,스커트
P00071,P00140,1,니트,스커트
P00071,P00141,1,니트,스커트
P00079,P00153,1,청바지,셔츠
P00081,P00151,1,청바지,셔츠
P00081,P00153,1,청바지,셔츠
P00005,P00086,1,원피스,청바지
P00010,P00082,1,원피스,청바지
P00082,P00153,1,청바지,셔츠
P00084,P00151,1,청바지,셔츠
P00084,P00153,1,청바지,셔츠
P00088,P00151,1,청바지,셔츠
P00088,P00153,1,청바지,셔츠
P00089,P00153,1,청바지,셔츠
P00046,P00070,1,가디건,니트
P00061,P00141,1,니트,스커트
P00048,P00070,1,가디건,니트
P00086,P00167,1,청바지,스포츠웨어
P00086,P00177,1,청바지,스포츠웨어
P00167,P00177,1,스포츠웨어,스포츠웨어
P00086,P00126,1,청바지,액세서리
P00086,P00129,1,청바지,액세서리
P00086,P00131,1,청바지,액세서리
P00082,P00151,1,청바지,셔츠
P00086,P00157,1,청바지,셔츠
P00086,P00159,1,청바지,셔츠
P00086,P00163,1,청바지,셔츠
P00009,P00094,1,원피스,신발
P00009,P00097,1,원피스,신발
P00144,P00165,1,스커트,셔츠
P00146,P00155,1,스커트,셔츠
P00146,P00165,1,스커트,셔츠
P00126,P00159,1,액세서리,셔츠
P00126,P00163,1,액세서리,셔츠
P00126,P00165,1,액세서리,셔츠
P00129,P00154,1,액세서리,셔츠
P00129,P00157,1,액세서리,셔츠
P00129,P00159,1,액세서리,셔츠
P00086,P00153,1,청바지,셔츠
P00086,P00154,1,청바지,셔츠
P00129,P00163,1,액세서리,셔츠
P00129,P00165,1,액세서리,셔츠
P00131,P00153,1,액세서리,셔츠
P00131,P00154,1,액세서리,셔츠
P00131,P00157,1,액세서리,셔츠
P00131,P00159,1,액세서리,셔츠
P00131,P00165,1,액세서리,셔츠
P00126,P00157,1,액세서리,셔츠
P00039,P00121,1,코트,액세서리
P00061,P00140,1,니트,스커트
P00065,P00140,1,니트,스커트
P00065,P00143,1,니트,스커트
P00068,P00140,1,니트,스커트
P00070,P00143,1,니트,스커트
P00065,P00077,1,니트,청바지
P00065,P00084,1,니트,청바지
P00069,P00089,1,니트,청바지
P00075,P00077,1,니트,청바지
P00067,P00077,1,니트,청바지
P00067,P00085,1,니트,청바지
P00067,P00088,1,니트,청바지
P00067,P00089,1,니트,청바지
P00069,P00077,1,니트,청바지
P00069,P00084,1,니트,청바지
P00085,P00109,1,청바지,가방
P00001,P00122,1,원피스,액세서리
P00002,P00076,1,원피스,청바지
P00002,P00079,1,원피스,청바지
P00002,P00116,1,원피스,가방
P00007,P00076,1,원피스,청바지
P00069,P00085,1,니트,청바지
P00069,P00088,1,니트,청바지
P00126,P00153,1,액세서리,셔츠
P00126,P00154,1,액세서리,셔츠
P00007,P00079,1,원피스,청바지
P00007,P00088,1,원피스,청바지
P00009,P00088,1,원피스,청바지
P00009,P00116,1,원피스,가방
P00011,P00076,1,원피스,청바지
P00011,P00079,1,원피스,청바지
P00150,P00155,1,스커트,셔츠
P00150,P00165,1,스커트,셔츠
P00138,P00165,1,스커트,셔츠
P00139,P00155,1,스커트,셔츠
P00139,P00165,1,스커트,셔츠
P00144,P00155,1,스커트,셔츠
P00004,P00099,1,원피스,신발
P00086,P00165,1,청바지,셔츠
P00015,P00079,1,원피스,청바지
P00076,P00116,1,청바지,가방
P00079,P00116,1,청바지,가방
P00009,P00058,1,원피스,가디건
P00009,P00099,1,원피스,신발
P00009,P00105,1,원피스,신발
P00088,P00116,1,청바지,가방
P00034,P00129,1,코트,액세서리
P00051,P00156,1,가디건,셔츠
P00051,P00159,1,가디건,셔츠
P00051,P00160,1,가디건,셔츠
P00051,P00162,1,가디건,셔츠
P00051,P00164,1,가디건,셔츠
P00033,P00115,1,코트,가방
P00011,P00088,1,원피스,청바지
P00015,P00076,1,원피스,청바지
P00044,P00115,1,코트,가방
P00034,P00148,1,코트,스커트
P00036,P00148,1,코트,스커트
P00045,P00148,1,코트,스커트
P00047,P00061,1,가디건,니트
P00047,P00066,1,가디건,니트
P00051,P00152,1,가디건,셔츠
P00051,P00153,1,가디건,셔츠
P00086,P00116,1,청바지,가방
P00079,P00105,1,청바지,신발
P00079,P00172,1,청바지,스포츠웨어
P00082,P00102,1,청바지,신발
P00082,P00105,1,청바지,신발
P00082,P00172,1,청바지,스포츠웨어
P00088,P00102,1,청바지,신발
P00036,P00115,1,코트,가방
P00008,P00111,1,원피스,가방
P00010,P00130,1,원피스,액세서리
P00012,P00067,1,원피스,니트
P00012,P00068,1,원피스,니트
P00012,P00130,1,원피스,액세서리
P00067,P00130,1,니트,액세서리
P00001,P00067,1,원피스,니트
P00001,P00068,1,원피스,니트
P00064,P00076,1,니트,청바지
P00064,P00088,1,니트,청바지
P00004,P00077,1,원피스,청바지
P00088,P00172,1,청바지,스포츠웨어
P00090,P00172,1,청바지,스포츠웨어
P00105,P00172,1,신발,스포츠웨어
P00046,P00133,1,가디건,액세서리
P00001,P00111,1,원피스,가방
P00108,P00159,1,가방,셔츠
P00108,P00162,1,가방,셔츠
P00110,P00159,1,가방,셔츠
P00112,P00159,1,가방,셔츠
P00112,P00162,1,가방,셔츠
P00002,P00093,1,원피스,신발
P00006,P00093,1,원피스,신발
P00009,P00093,1,원피스,신발
P00043,P00129,1,코트,액세서리
P00044,P00129,1,코트,액세서리
P00114,P00151,1,가방,셔츠
P00012,P00126,1,원피스,액세서리
P00012,P00131,1,원피스,액세서리
P00167,P00175,1,스포츠웨어,스포츠웨어
P00122,P00137,1,액세서리,스커트
P00004,P00078,1,원피스,청바지
P00122,P00138,1,액세서리,스커트
P00122,P00145,1,액세서리,스커트
P00122,P00149,1,액세서리,스커트
P00131,P00137,1,액세서리,스커트
P00131,P00138,1,액세서리,스커트
P00041,P00110,1,코트,가방
P00006,P00022,1,원피스,아우터
P00012,P00111,1,원피스,가방
P00138,P00153,1,스커트,셔츠
P00138,P00163,1,스커트,셔츠
P00138,P00164,1,스커트,셔츠
P00145,P00153,1,스커트,셔츠
P00007,P00102,1,원피스,신발
P00068,P00126,1,니트,액세서리
P00068,P00128,1,니트,액세서리
P00012,P00078,1,원피스,청바지
P00145,P00155,1,스커트,셔츠
P00145,P00163,1,스커트,셔츠
P00145,P00164,1,스커트,셔츠
P00149,P00153,1,스커트,셔츠
P00149,P00154,1,스커트,셔츠
P00149,P00155,1,스커트,셔츠
P00149,P00157,1,스커트,셔츠
P00012,P00088,1,원피스,청바지
P00001,P00130,1,원피스,액세서리
P00010,P00067,1,원피스,니트
P00010,P00068,1,원피스,니트
P00061,P00137,1,니트,스커트
P00061,P00138,1,니트,스커트
P00051,P00127,1,가디건,액세서리
P00051,P00133,1,가디건,액세서리
P00055,P00133,1,가디건,액세서리
P00149,P00163,1,스커트,셔츠
P00149,P00164,1,스커트,셔츠
P00005,P00060,1,원피스,가디건
P00005,P00128,1,원피스,액세서리
P00005,P00133,1,원피스,액세서리
P00086,P00110,1,청바지,가방
P00125,P00163,1,액세서리,셔츠
P00131,P00156,1,액세서리,셔츠
P00075,P00076,1,니트,청바지
P00024,P00025,1,아우터,아우터
P00073,P00103,1,니트,신발
P00083,P00110,1,청바지,가방
P00006,P00120,1,원피스,가방
P00009,P00115,1,원피스,가방
P00009,P00120,1,원피스,가방
P00014,P00120,1,원피스,가방
P00057,P00138,1,가디건,스커트
P00049,P00121,1,가디건,액세서리
P00049,P00135,1,가디건,액세서리
P00071,P00076,1,니트,청바지
P00071,P00085,1,니트,청바지
P00071,P00086,1,니트,청바지
P00073,P00085,1,니트,청바지
P00073,P00086,1,니트,청바지
P00006,P00119,1,원피스,가방
P00131,P00145,1,액세서리,스커트
P00131,P00149,1,액세서리,스커트
P00007,P00092,1,원피스,신발
P00047,P00138,1,가디건,스커트
P00049,P00138,1,가디건,스커트
P00052,P00138,1,가디건,스커트
P00055,P00138,1,가디건,스커트
P00032,P00062,1,코트,니트
P00032,P00072,1,코트,니트
P00064,P00092,1,니트,신발
P00089,P00120,1,청바지,가방
P00090,P00114,1,청바지,가방
P00090,P00120,1,청바지,가방
P00089,P00100,1,청바지,신발
P00047,P00140,1,가디건,스커트
P00007,P00132,1,원피스,액세서리
P00010,P00132,1,원피스,액세서리
P00064,P00132,1,니트,액세서리
P00009,P00077,1,원피스,청바지
P00009,P00085,1,원피스,청바지
P00076,P00153,1,청바지,셔츠
P00076,P00154,1,청바지,셔츠
P00057,P00121,1,가디건,액세서리
P00076,P00159,1,청바지,셔츠
P00003,P00131,1,원피스,액세서리
P00004,P00127,1,원피스,액세서리
P00004,P00131,1,원피스,액세서리
P00008,P00127,1,원피스,액세서리
P00011,P00127,1,원피스,액세서리
P00011,P00131,1,원피스,액세서리
P00003,P00132,1,원피스,액세서리
P00131,P00164,1,액세서리,셔츠
P00005,P00065,1,원피스,니트
P00005,P00073,1,원피스,니트
P00005,P00075,1,원피스,니트
P00007,P00065,1,원피스,니트
P00007,P00073,1,원피스,니트
P00007,P00075,1,원피스,니트
P00076,P00156,1,청바지,셔츠
P00011,P00065,1,원피스,니트
P00011,P00073,1,원피스,니트
P00011,P00075,1,원피스,니트
P00103,P00142,1,신발,스커트
P00103,P00149,1,신발,스커트
P00089,P00155,1,청바지,셔츠
P00062,P00129,1,니트,액세서리
P00073,P00090,1,니트,청바지
P00076,P00112,1,청바지,가방
P00041,P00131,1,코트,액세서리
P00041,P00134,1,코트,액세서리
P00063,P00153,1,니트,셔츠
P00063,P00155,1,니트,셔츠
P00063,P00162,1,니트,셔츠
P00071,P00153,1,니트,셔츠
P00071,P00155,1,니트,셔츠
P00078,P00112,1,청바지,가방
P00086,P00111,1,청바지,가방
P00086,P00112,1,청바지,가방
P00071,P00162,1,니트,셔츠
P00047,P00126,1,가디건,액세서리
P00053,P00126,1,가디건,액세서리
P00053,P00127,1,가디건,액세서리
P00076,P00111,1,청바지,가방
P00060,P00140,1,가디건,스커트
P00001,P00135,1,원피스,액세서리
P00104,P00147,1,신발,스커트
P00041,P00132,1,코트,액세서리
P00169,P00172,1,스포츠웨어,스포츠웨어
P00002,P00105,1,원피스,신발
P00007,P00105,1,원피스,신발
P00078,P00111,1,청바지,가방
P00115,P00138,1,가방,스커트
P00039,P00125,1,코트,액세서리
P00039,P00130,1,코트,액세서리
P00039,P00132,1,코트,액세서리
P00041,P00125,1,코트,액세서리
P00041,P00126,1,코트,액세서리
P00101,P00136,1,신발,스커트
P00101,P00144,1,신발,스커트
P00099,P00150,1,신발,스커트
P00001,P00098,1,원피스,신발
P00010,P00098,1,원피스,신발
P00081,P00180,1,청바지,스포츠웨어
P00095,P00180,1,신발,스포츠웨어
P00099,P00180,1,신발,스포츠웨어
P00078,P00157,1,청바지,셔츠
P00041,P00138,1,코트,스커트
P00001,P00112,1,원피스,가방
P00067,P00080,1,니트,청바지
P00067,P00081,1,니트,청바지
P00072,P00080,1,니트,청바지
P00072,P00081,1,니트,청바지
P00072,P00090,1,니트,청바지
P00073,P00080,1,니트,청바지
P00096,P00150,1,신발,스커트
P00075,P00080,1,니트,청바지
P00075,P00081,1,니트,청바지
P00075,P00090,1,니트,청바지
P00014,P00086,1,원피스,청바지
P00065,P00125,1,니트,액세서리
P00065,P00134,1,니트,액세서리
P00020,P00029,1,아우터,아우터
P00170,P00171,1,스포츠웨어,스포츠웨어
P00090,P00108,1,청바지,가방
P00090,P00111,1,청바지,가방
P00034,P00061,1,코트,니트
P00040,P00061,1,코트,니트
P00010,P00090,1,원피스,청바지
P00010,P00111,1,원피스,가방
P00010,P00119,1,원피스,가방
P00081,P00108,1,청바지,가방
P00008,P00164,1,원피스,셔츠
P00009,P00163,1,원피스,셔츠
P00009,P00164,1,원피스,셔츠
P00014,P00163,1,원피스,셔츠
P00015,P00163,1,원피스,셔츠
P00015,P00164,1,원피스,셔츠
P00063,P00129,1,니트,액세서리
P00090,P00106,1,청바지,가방
P00086,P00091,1,청바지,신발
P00083,P00157,1,청바지,셔츠
P00072,P00129,1,니트,액세서리
P00037,P00069,1,코트,니트
P00037,P00075,1,코트,니트
P00077,P00110,1,청바지,가방
P00077,P00113,1,청바지,가방
P00083,P00106,1,청바지,가방
P00104,P00136,1,신발,스커트
P00041,P00106,1,코트,가방
P00083,P00115,1,청바지,가방
P00085,P00108,1,청바지,가방
P00079,P00157,1,청바지,셔츠
P00079,P00165,1,청바지,셔츠
P00076,P00157,1,청바지,셔츠
P00076,P00093,1,청바지,신발
P00136,P00157,1,스커트,셔츠
P00136,P00160,1,스커트,셔츠
P00138,P00160,1,스커트,셔츠
P00145,P00160,1,스커트,셔츠
P00148,P00154,1,스커트,셔츠
P00003,P00059,1,원피스,가디건
P00003,P00070,1,원피스,니트
P00058,P00070,1,가디건,니트
P00148,P00160,1,스커트,셔츠
P00111,P00127,1,가방,액세서리
P00111,P00135,1,가방,액세서리
P00008,P00137,1,원피스,스커트
P00008,P00143,1,원피스,스커트
P00079,P00110,1,청바지,가방
P00079,P00113,1,청바지,가방
P00136,P00154,1,스커트,셔츠
P00108,P00163,1,가방,셔츠
P00108,P00165,1,가방,셔츠
P00118,P00163,1,가방,셔츠
P00118,P00165,1,가방,셔츠
P00169,P00175,1,스포츠웨어,스포츠웨어
P00169,P00179,1,스포츠웨어,스포츠웨어
P00175,P00179,1,스포츠웨어,스포츠웨어
P00148,P00157,1,스커트,셔츠
P00044,P00107,1,코트,가방
P00044,P00175,1,코트,스포츠웨어
P00044,P00180,1,코트,스포츠웨어
P00107,P00175,1,가방,스포츠웨어
P00107,P00180,1,가방,스포츠웨어
P00175,P00180,1,스포츠웨어,스포츠웨어
P00061,P00084,1,니트,청바지
P00061,P00089,1,니트,청바지
P00089,P00115,1,청바지,가방
P00010,P00135,1,원피스,액세서리
P00085,P00115,1,청바지,가방
P00086,P00115,1,청바지,가방
P00087,P00108,1,청바지,가방
P00083,P00108,1,청바지,가방
P00083,P00162,1,청바지,셔츠
P00062,P00116,1,니트,가방
P00015,P00029,1,원피스,아우터
P00015,P00030,1,원피스,아우터
P00117,P00154,1,가방,셔츠
P00064,P00084,1,니트,청바지
P00064,P00086,1,니트,청바지
P00064,P00089,1,니트,청바지
P00074,P00086,1,니트,청바지
P00074,P00089,1,니트,청바지
P00042,P00110,1,코트,가방
P00044,P00120,1,코트,가방
P00003,P00058,1,원피스,가디건
P00008,P00030,1,원피스,아우터
P00012,P00029,1,원피스,아우터
P00012,P00030,1,원피스,아우터
P00013,P00029,1,원피스,아우터
P00013,P00030,1,원피스,아우터
P00004,P00109,1,원피스,가방
P00005,P00109,1,원피스,가방
P00006,P00109,1,원피스,가방
P00007,P00109,1,원피스,가방
P00117,P00157,1,가방,셔츠
P00117,P00162,1,가방,셔츠
P00118,P00154,1,가방,셔츠
P00118,P00157,1,가방,셔츠
P00008,P00109,1,원피스,가방
P00012,P00109,1,원피스,가방
P00013,P00109,1,원피스,가방
P00014,P00109,1,원피스,가방
P00015,P00109,1,원피스,가방
P00009,P00104,1,원피스,신발
P00083,P00158,1,청바지,셔츠
P00085,P00164,1,청바지,셔츠
P00076,P00152,1,청바지,셔츠
P00047,P00141,1,가디건,스커트
P00088,P00164,1,청바지,셔츠
P00004,P00083,1,원피스,청바지
P00004,P00154,1,원피스,셔츠
P00007,P00154,1,원피스,셔츠
P00008,P00083,1,원피스,청바지
P00013,P00083,1,원피스,청바지
P00087,P00104,1,청바지,신발
P00107,P00159,1,가방,셔츠
P00111,P00161,1,가방,셔츠
P00116,P00161,1,가방,셔츠
P00014,P00083,1,원피스,청바지
P00014,P00154,1,원피스,셔츠
P00083,P00154,1,청바지,셔츠
P00018,P00019,1,아우터,아우터
P00062,P00117,1,니트,가방
P00001,P00029,1,원피스,아우터
P00001,P00030,1,원피스,아우터
P00008,P00029,1,원피스,아우터
P00047,P00125,1,가디건,액세서리
P00078,P00104,1,청바지,신발
P00080,P00104,1,청바지,신발
P00085,P00104,1,청바지,신발
P00010,P00061,1,원피스,니트
P00010,P00066,1,원피스,니트
P00010,P00109,1,원피스,가방
P00061,P00107,1,니트,가방
P00061,P00109,1,니트,가방
P00066,P00107,1,니트,가방
P00066,P00109,1,니트,가방
P00119,P00162,1,가방,셔츠
P00091,P00151,1,신발,셔츠
P00091,P00156,1,신발,셔츠
P00091,P00160,1,신발,셔츠
P00094,P00151,1,신발,셔츠
P00094,P00156,1,신발,셔츠
P00103,P00151,1,신발,셔츠
P00103,P00156,1,신발,셔츠
P00061,P00124,1,니트,액세서리
P00005,P00165,1,원피스,셔츠
P00064,P00124,1,니트,액세서리
P00091,P00111,1,신발,가방
P00091,P00118,1,신발,가방
P00091,P00120,1,신발,가방
P00100,P00111,1,신발,가방
P00100,P00114,1,신발,가방
P00100,P00118,1,신발,가방
P00087,P00164,1,청바지,셔츠
P00100,P00120,1,신발,가방
P00031,P00147,1,코트,스커트
P00031,P00150,1,코트,스커트
P00005,P00152,1,원피스,셔츠
P00005,P00157,1,원피스,셔츠
P00005,P00162,1,원피스,셔츠
P00005,P00163,1,원피스,셔츠
P00009,P00062,1,원피스,니트
P00009,P00075,1,원피스,니트
P00020,P00105,1,아우터,신발
P00006,P00067,1,원피스,니트
P00015,P00169,1,원피스,스포츠웨어
P00015,P00178,1,원피스,스포츠웨어
P00095,P00169,1,신발,스포츠웨어
P00095,P00178,1,신발,스포츠웨어
P00064,P00136,1,니트,스커트
P00068,P00152,1,니트,셔츠
P00007,P00068,1,원피스,니트
P00055,P00137,1,가디건,스커트
P00055,P00144,1,가디건,스커트
P00011,P00052,1,원피스,가디건
P00011,P00057,1,원피스,가디건
P00066,P00132,1,니트,액세서리
P00055,P00147,1,가디건,스커트
P00106,P00158,1,가방,셔츠
P00106,P00162,1,가방,셔츠
P00113,P00158,1,가방,셔츠
P00113,P00159,1,가방,셔츠
P00118,P00158,1,가방,셔츠
P00119,P00158,1,가방,셔츠
P00036,P00113,1,코트,가방
P00049,P00122,1,가디건,액세서리
P00049,P00123,1,가디건,액세서리
P00049,P00125,1,가디건,액세서리
P00049,P00130,1,가디건,액세서리
P00049,P00132,1,가디건,액세서리
P00052,P00122,1,가디건,액세서리
P00052,P00123,1,가디건,액세서리
P00055,P00146,1,가디건,스커트
P00056,P00122,1,가디건,액세서리
P00056,P00123,1,가디건,액세서리
P00063,P00149,1,니트,스커트
P00063,P00150,1,니트,스커트
P00068,P00146,1,니트,스커트
P00075,P00143,1,니트,스커트
P00075,P00146,1,니트,스커트
P00075,P00149,1,니트,스커트
P00031,P00144,1,코트,스커트
P00033,P00144,1,코트,스커트
P00052,P00125,1,가디건,액세서리
P00052,P00126,1,가디건,액세서리
P00052,P00129,1,가디건,액세서리
P00052,P00130,1,가디건,액세서리
P00052,P00131,1,가디건,액세서리
P00052,P00132,1,가디건,액세서리
P00003,P00178,1,원피스,스포츠웨어
P00015,P00095,1,원피스,신발
P00056,P00125,1,가디건,액세서리
P00056,P00126,1,가디건,액세서리
P00056,P00129,1,가디건,액세서리
P00056,P00130,1,가디건,액세서리
P00056,P00131,1,가디건,액세서리
P00056,P00132,1,가디건,액세서리
P00006,P00076,1,원피스,청바지
P00006,P00084,1,원피스,청바지
P00035,P00144,1,코트,스커트
P00040,P00144,1,코트,스커트
P00041,P00144,1,코트,스커트
P00044,P00144,1,코트,스커트
P00003,P00095,1,원피스,신발
P00003,P00169,1,원피스,스포츠웨어
P00010,P00076,1,원피스,청바지
P00010,P00084,1,원피스,청바지
